1.326658322903629672e-01,9.522275068630540670e-04,3.180481962349630098e+00,2.009122141175986309e-01,1.881100395618895693e-01,1.208360730699376884e+00,0.000000000000000000e+00,2.250000000000000056e-01,-2.720487461508256288e+01,9.391036596430150096e-01,-7.923323057302773531e-01,-1.633585273454422337e-01,1.550211712551711682e-02,1.085884690555253940e+00,1.391710537125171593e-02,-2.217975718772128846e-01,1.593705009336550127e-01,-2.292132108138253133e-01,3.144538534865446988e-01,2.401351373483759100e-01,-2.342659347151933580e-01,8.744390748892700779e-03,1.419870178414995394e-03,4.766081319159905239e-03,9.254372377275635287e-04,3.778695278132154778e-02,9.070749350354309279e-03,1.244217381768365771e-02,1.934261527492983157e-03,1.140241365661040463e-03,2.573813837045408129e-02,2.757966509232167435e-02,2.330945785745424520e-03,1.192660440489465290e-02
1.013767209011264131e-01,8.293925939351546152e-04,3.202361605892227292e+00,2.126732481298952149e-01,2.172851372890791666e-01,1.075022499479855620e+00,9.024942288464187640e-03,2.200000000000000011e-01,-2.737117607979720901e+01,1.331871050082898966e+00,1.761105714226421717e-02,2.644432136966242686e-01,4.122951067314821749e-01,8.940190738623876587e-01,7.354565143429690754e-02,-1.542285409928507711e-01,2.444910310495155836e-01,-1.925623379588952133e-01,6.246716037137529411e-03,1.616823601518163067e-01,-9.468121609778198944e-02,5.388975780072993889e-03,1.559247442427804829e-03,6.228542312910792002e-03,4.874533779831310108e-03,9.121288836221881635e-03,2.442090959677767001e-03,3.181861079930239228e-02,1.086111870905602473e-03,1.173375264033513221e-02,6.685402222125359784e-02,6.541515851859922015e-02,7.524687917324981989e-04,2.327983187212633032e-02
1.689612015018773505e-01,1.484933177407049033e-03,3.144349284534128319e+00,3.017568055690229567e-01,2.646033458141656136e-01,1.578792759151727676e+00,5.809319257347142149e-03,4.149999999999999800e-01,-2.627036360352903088e+01,1.868096013243936815e+00,4.347133452873588877e-01,-3.859170125122124428e-02,2.415341518103989449e-01,-4.980170885185006280e-01,1.755147642808927433e-01,-1.616100887315775059e-01,8.038472674890452530e-02,-2.398381797266009585e-01,-9.721097898844772989e-02,7.207888950421405261e-02,-2.429762698141232635e-01,1.325292459898856634e-02,3.124095170060093522e-03,2.265419238328723536e-02,8.219405527066767775e-03,2.206290466309608275e-02,2.701891925218100586e-03,2.150449457019163943e-02,5.908418520665586300e-04,9.191182523639819871e-03,1.381275814126331318e-02,3.614190808901138890e-02,2.029521149936359178e-03,1.040504845316236361e-02
1.939924906132665938e-01,2.956638077608106721e-03,3.017067449026962223e+00,3.033294955056857756e-01,2.661561651841279352e-01,1.652603659280335480e+00,3.406368634204355594e-03,4.525000000000000133e-01,-2.536925198778930834e+01,1.744338006263757457e+00,4.655228304141837969e-01,-8.013393223298351242e-02,3.848450677405715892e-01,-9.524359557026630674e-02,1.992038449012133172e-01,-2.806131282322738563e-01,7.450325611457446484e-02,-1.239823364803104011e-01,2.580451345120307050e-01,-1.603719351997438466e-02,-2.735713412908216159e-03,1.163243332950917620e-02,4.994839201278004513e-04,6.853273782630243949e-02,1.591395900198127114e-02,1.152552297303448617e-02,7.016278950877250127e-03,3.089693322000683709e-02,1.836885349734421018e-03,4.961403212436297366e-03,1.058105926397807581e-02,5.706259606916963545e-02,1.477727897671092484e-03,2.143953026060428299e-02
3.128911138923654578e-01,1.589178124113029000e-03,3.150758666885772552e+00,3.410418770418301437e-01,2.596894642481924476e-01,1.940022931681577356e+00,2.834566112806571111e-03,5.200000000000000178e-01,-2.697662581678488536e+01,1.953764097446580639e+00,2.590886703286783277e-01,1.069368054630691206e-01,6.295647755896992548e-01,-3.590072344162283935e-01,1.271038096576660725e-01,-4.316698154045636171e-01,1.313252554828436003e-01,-1.896491573764853000e-01,1.208519741195327041e-01,-1.599540679219761952e-01,-3.727810320174678588e-02,1.162959864832196176e-02,2.277750725216047632e-03,1.361800091278179796e-02,7.769678081604314800e-03,1.037089235316086648e-02,6.987518494622936213e-03,1.036693411147665278e-01,1.327536196081907584e-04,4.096553552717777102e-03,1.027956838426376945e-02,2.968403597299269434e-02,1.477019424238431265e-03,2.722693396444441846e-02
2.615769712140175174e-01,4.053682020672205559e-03,3.251067416097421336e+00,3.562563970011015102e-01,2.647986399124730439e-01,2.058599910443558834e+00,2.754583456830603412e-03,5.300000000000000266e-01,-2.568894127970855479e+01,1.442654972398336621e+00,9.577816335777720180e-01,9.930616084776686114e-02,5.803260058115280451e-01,-4.229126003178995674e-01,2.615314916929458167e-01,-1.639195020537072556e-01,2.182776581417184003e-01,4.087935783958741159e-02,2.652591687602653403e-01,5.985329037345950010e-01,2.541756395570161642e-01,2.296829377939024926e-03,5.032600718923339400e-04,6.176003127422081268e-02,4.247284197648831805e-03,4.293112982160870832e-03,1.733799288486139118e-03,5.108565050342574188e-02,1.677639166657258823e-03,1.395099138551103395e-02,2.246165203658762738e-02,1.327982779419286871e-02,1.065218433969746794e-03,1.978556880395189455e-02
2.065081351689611877e-01,1.126249379604286720e-02,3.273181755071262522e+00,3.280469678601327654e-01,2.439100659211026756e-01,2.450991083399497672e+00,5.270411481642149794e-03,4.699999999999999734e-01,-2.394276681723212619e+01,1.290463832928773757e-01,9.522119241721983471e-03,4.201733167087923770e-01,3.072742499015180262e-01,4.761381748380598133e-01,-8.181574693902486650e-02,-4.129566374776353910e-01,-3.611117231717238529e-01,5.642866911490251186e-02,5.426032353358898330e-01,5.895992374696595872e-01,-2.351337911199345015e-02,4.057951409176928197e-03,1.037291214796554539e-03,8.842913929488369074e-03,1.956274982417488539e-03,4.516627134180625433e-03,1.579473536959188342e-03,1.887619844010171924e-02,4.105404376733628666e-03,2.849312072064941539e-02,2.083451176110328630e-03,3.229671407636151848e-02,1.203227475111704609e-03,1.066686393230581453e-02
1.677096370463078967e-01,1.062005055320038895e-02,3.180651647688773842e+00,2.456459231495080886e-01,2.001067500069328708e-01,1.826776026607790371e+00,4.923480146993399267e-03,2.775000000000000244e-01,-2.421674124952275164e+01,2.866000342668896250e-01,-2.190113218652643412e-01,4.318347340555758751e-01,8.379276574541416611e-02,2.797977494863392867e-01,-1.772753643251507583e-01,-7.598397970007005897e-01,2.376399504250890915e-01,4.705289338652537262e-02,4.178881211273684504e-01,7.526423075827273212e-01,1.533470816063379344e-02,2.389040982458112954e-03,1.754886880215245776e-02,2.068218515099261995e-02,8.809723065039327429e-04,9.323425737117747684e-04,2.663707641259824722e-03,3.738473113046964641e-02,1.846975395486805116e-02,6.061099526022857564e-03,3.867571234141992890e-03,2.327770316826979421e-02,1.813275694332305019e-03,1.134704963648694963e-02
1.476846057571964965e-01,3.070621305739566417e-03,3.199140453436824849e+00,2.362602141323102700e-01,2.116750892251590133e-01,1.769168838351343753e+00,5.265012525375502989e-03,2.399999999999999911e-01,-2.547721075308518834e+01,9.215722150621777908e-01,-1.436964738765098282e-01,9.136556142013300963e-02,-1.848521267091886907e-03,4.382626410377859355e-02,-1.226725609740163536e-01,-3.206292685414958710e-01,2.527970087431740120e-01,-4.060882677589129353e-01,2.621665303959156978e-01,8.821560862199115949e-01,1.967088180629191496e-01,1.515331695750911064e-03,1.851630311144521895e-02,1.992669791747855856e-02,4.893785383569644251e-04,1.480919045891857834e-02,9.952668733446140212e-03,4.573959375080071527e-02,2.365885418858873230e-03,4.907368528911203176e-02,2.483012960333755379e-03,5.068313310646379785e-03,1.811189050116298205e-03,1.618561749226877025e-02
9.762202753441802383e-02,2.606650573969237442e-03,3.104002740084432332e+00,1.949728404748116428e-01,2.180225612224334641e-01,7.651485138473903547e-01,7.746288191360292674e-03,1.174999999999999933e-01,-2.564354733469918557e+01,2.037299397123337297e+00,-2.408795476928477994e-02,-2.561817215959938943e-01,2.085989408866431860e-01,3.739939940720716782e-01,4.447783486730534364e-01,-1.075726399304156693e-02,-1.930869968973471518e-01,-3.931194542602139408e-01,-7.315897434801968413e-02,2.345634710992206273e-01,2.810687083217556226e-01,9.725420904442264383e-03,1.629476838298336925e-03,9.757114358768835538e-02,1.221848546425871943e-02,3.012267989139635893e-02,1.067025763275375287e-02,3.395704288623502265e-02,7.870602997065757195e-03,1.324891302919257996e-02,6.814655119181394112e-03,9.800122352748144583e-03,6.423711207245757148e-04,2.540958198551080890e-02
